trainee,id,cat,subcat,text,grade,input_text,label
16,7,입사후포부,장기 비전,따뜻하고 전문적인 한국어 교사로 성장하고자 합니다.,A,[입사후포부] [장기 비전] 따뜻하고 전문적인 한국어 교사로 성장하고자 합니다.,0
16,7,입사후포부,기여 방안,개별 학습 스타일을 존중하며 효과적인 수업을 제공하겠습니다.,B,[입사후포부] [기여 방안] 개별 학습 스타일을 존중하며 효과적인 수업을 제공하겠습니다.,1
16,7,직무경험,실무 경험,한국어 교육 봉사 경험이 있습니다.,A,[직무경험] [실무 경험] 한국어 교육 봉사 경험이 있습니다.,0
16,7,직무경험,직무 관련 능력,수업 설계와 교수법 활용 능력을 갖추었습니다.,A,[직무경험] [직무 관련 능력] 수업 설계와 교수법 활용 능력을 갖추었습니다.,0
16,7,직무경험,문제 해결력,학습자의 문제를 경청하고 해결 방안을 모색했습니다.,B,[직무경험] [문제 해결력] 학습자의 문제를 경청하고 해결 방안을 모색했습니다.,1
16,8,성장과정,가치관,소비자와 기업을 연결하며 신뢰를 구축하는 것에 가치를 두었습니다.,B,[성장과정] [가치관] 소비자와 기업을 연결하며 신뢰를 구축하는 것에 가치를 두었습니다.,1
16,8,성장과정,가족/환경의 영향,다양한 문화를 이해하고자 한국 유학을 결심했습니다.,B,[성장과정] [가족/환경의 영향] 다양한 문화를 이해하고자 한국 유학을 결심했습니다.,1
16,8,성장과정,전환점/특별한 경험,마케팅 수업과 프로젝트를 통해 실무 감각을 키웠습니다.,C,[성장과정] [전환점/특별한 경험] 마케팅 수업과 프로젝트를 통해 실무 감각을 키웠습니다.,2
16,8,성격의 장단점,장점 기술,낯선 환경에도 잘 적응하고 적극적으로 참여합니다.,B,[성격의 장단점] [장점 기술] 낯선 환경에도 잘 적응하고 적극적으로 참여합니다.,1
16,8,성격의 장단점,단점 기술 및 극복 노력,꼼꼼함으로 일정 관리에 시간이 걸려 우선순위를 설정하고 있습니다.,D,[성격의 장단점] [단점 기술 및 극복 노력] 꼼꼼함으로 일정 관리에 시간이 걸려 우선순위를 설정하고 있습니다.,3
16,8,성격의 장단점,대인관계 성향,팀원과 원활히 소통하며 협업을 중시합니다.,B,[성격의 장단점] [대인관계 성향] 팀원과 원활히 소통하며 협업을 중시합니다.,1
16,8,학창시절,학업 태도,경영학 전반을 체계적으로 공부하며 실무 역량을 키웠습니다.,B,[학창시절] [학업 태도] 경영학 전반을 체계적으로 공부하며 실무 역량을 키웠습니다.,1
16,8,학창시절,활동 참여,마케팅 조사 설계와 발표 경험을 쌓았습니다.,B,[학창시절] [활동 참여] 마케팅 조사 설계와 발표 경험을 쌓았습니다.,1
16,8,학창시절,성취 및 도전 경험,소비자 설문 분석을 통해 전략적 사고를 기르며 결과를 도출했습니다.,C,[학창시절] [성취 및 도전 경험] 소비자 설문 분석을 통해 전략적 사고를 기르며 결과를 도출했습니다.,2
16,8,지원동기,회사/직무 이해도,소비자 행동과 시장 분석의 중요성을 이해합니다.,B,[지원동기] [회사/직무 이해도] 소비자 행동과 시장 분석의 중요성을 이해합니다.,1
16,8,지원동기,지원 이유의 명확성,효과적인 마케팅 전략 수립을 위해 지원했습니다.,A,[지원동기] [지원 이유의 명확성] 효과적인 마케팅 전략 수립을 위해 지원했습니다.,0
16,8,지원동기,직무 적합성 강조,조사 설계와 발표 경험을 살려 기여할 수 있습니다.,A,[지원동기] [직무 적합성 강조] 조사 설계와 발표 경험을 살려 기여할 수 있습니다.,0
16,8,입사후포부,단기 목표,현장에서 빠르게 적응하며 실무 역량을 강화하겠습니다.,B,[입사후포부] [단기 목표] 현장에서 빠르게 적응하며 실무 역량을 강화하겠습니다.,1
16,8,입사후포부,장기 비전,소비자와 기업을 잇는 신뢰받는 마케터로 성장하겠습니다.,A,[입사후포부] [장기 비전] 소비자와 기업을 잇는 신뢰받는 마케터로 성장하겠습니다.,0
16,8,입사후포부,기여 방안,소비자 분석을 기반으로 창의적 전략을 제안하겠습니다.,B,[입사후포부] [기여 방안] 소비자 분석을 기반으로 창의적 전략을 제안하겠습니다.,1
16,8,직무경험,실무 경험,마케팅 조사와 팀 프로젝트 경험이 있습니다.,A,[직무경험] [실무 경험] 마케팅 조사와 팀 프로젝트 경험이 있습니다.,0
16,8,직무경험,직무 관련 능력,"Excel, PowerPoint를 활용한 분석 역량을 보유했습니다.",A,"[직무경험] [직무 관련 능력] Excel, PowerPoint를 활용한 분석 역량을 보유했습니다.",0
16,8,직무경험,문제 해결력,소비자 니즈를 파악해 효과적인 전략을 수립했습니다.,B,[직무경험] [문제 해결력] 소비자 니즈를 파악해 효과적인 전략을 수립했습니다.,1
16,9,성장과정,가치관,문화의 이해와 교류를 통해 긍정적 영향을 주는 것에 가치를 두었습니다.,A,[성장과정] [가치관] 문화의 이해와 교류를 통해 긍정적 영향을 주는 것에 가치를 두었습니다.,0
16,9,성장과정,가족/환경의 영향,한국 드라마와 음악을 즐기며 한국 문화에 깊은 관심을 가졌습니다.,B,[성장과정] [가족/환경의 영향] 한국 드라마와 음악을 즐기며 한국 문화에 깊은 관심을 가졌습니다.,1
16,9,성장과정,전환점/특별한 경험,글로벌한국학 석사과정에서 전문 지식을 체계적으로 배우게 되었습니다.,A,[성장과정] [전환점/특별한 경험] 글로벌한국학 석사과정에서 전문 지식을 체계적으로 배우게 되었습니다.,0
16,9,성격의 장단점,장점 기술,책임감을 가지고 맡은 일을 성실히 수행합니다.,B,[성격의 장단점] [장점 기술] 책임감을 가지고 맡은 일을 성실히 수행합니다.,1
16,9,성격의 장단점,단점 기술 및 극복 노력,완벽함을 추구해 결정이 늦을 때가 있어 우선순위를 설정하며 개선하고 있습니다.,D,[성격의 장단점] [단점 기술 및 극복 노력] 완벽함을 추구해 결정이 늦을 때가 있어 우선순위를 설정하며 개선하고 있습니다.,3
16,9,성격의 장단점,대인관계 성향,다양한 사람들과 긍정적인 분위기를 만들며 협업을 조율합니다.,B,[성격의 장단점] [대인관계 성향] 다양한 사람들과 긍정적인 분위기를 만들며 협업을 조율합니다.,1
16,9,학창시절,학업 태도,한국 역사·문화·사회 전반을 체계적으로 학습했습니다.,A,[학창시절] [학업 태도] 한국 역사·문화·사회 전반을 체계적으로 학습했습니다.,0
16,9,학창시절,활동 참여,문화 교류 행사와 세미나에 적극 참여했습니다.,B,[학창시절] [활동 참여] 문화 교류 행사와 세미나에 적극 참여했습니다.,1
16,9,학창시절,성취 및 도전 경험,한류와 동남아 문화 교류 프로젝트를 수행했습니다.,A,[학창시절] [성취 및 도전 경험] 한류와 동남아 문화 교류 프로젝트를 수행했습니다.,0
16,9,지원동기,회사/직무 이해도,한국과 베트남 간 문화적 가교 역할의 중요성을 이해합니다.,A,[지원동기] [회사/직무 이해도] 한국과 베트남 간 문화적 가교 역할의 중요성을 이해합니다.,0
16,9,지원동기,지원 이유의 명확성,양국의 문화를 연결하고자 지원했습니다.,A,[지원동기] [지원 이유의 명확성] 양국의 문화를 연결하고자 지원했습니다.,0
16,9,지원동기,직무 적합성 강조,연구 경험과 교류 기획 역량을 활용할 자신이 있습니다.,A,[지원동기] [직무 적합성 강조] 연구 경험과 교류 기획 역량을 활용할 자신이 있습니다.,0
16,9,입사후포부,단기 목표,현장에서 다양한 의견을 경청하며 실무 경험을 쌓겠습니다.,A,[입사후포부] [단기 목표] 현장에서 다양한 의견을 경청하며 실무 경험을 쌓겠습니다.,0
16,9,입사후포부,장기 비전,한국과 베트남을 잇는 전문가로 성장하겠습니다.,A,[입사후포부] [장기 비전] 한국과 베트남을 잇는 전문가로 성장하겠습니다.,0
16,9,입사후포부,기여 방안,문화 교류 프로그램을 기획하며 상호 이해를 증진하겠습니다.,B,[입사후포부] [기여 방안] 문화 교류 프로그램을 기획하며 상호 이해를 증진하겠습니다.,1
16,9,직무경험,실무 경험,문화 교류 행사와 연구 프로젝트 참여 경험이 있습니다.,A,[직무경험] [실무 경험] 문화 교류 행사와 연구 프로젝트 참여 경험이 있습니다.,0
16,9,직무경험,직무 관련 능력,한국 역사·문화 연구 역량을 갖추었습니다.,A,[직무경험] [직무 관련 능력] 한국 역사·문화 연구 역량을 갖추었습니다.,0
16,9,직무경험,문제 해결력,다양한 의견을 종합해 최적의 방안을 도출했습니다.,B,[직무경험] [문제 해결력] 다양한 의견을 종합해 최적의 방안을 도출했습니다.,1
16,10,성장과정,가치관,기술을 통해 사람들의 삶을 편리하게 만드는 것에 가치를 두었습니다.,B,[성장과정] [가치관] 기술을 통해 사람들의 삶을 편리하게 만드는 것에 가치를 두었습니다.,1
16,10,성장과정,가족/환경의 영향,어릴 적부터 웹사이트 제작과 컴퓨터 활용에 흥미를 가졌습니다.,B,[성장과정] [가족/환경의 영향] 어릴 적부터 웹사이트 제작과 컴퓨터 활용에 흥미를 가졌습니다.,1
16,10,성장과정,전환점/특별한 경험,컴퓨터공학 전공을 선택해 프론트엔드 개발을 체계적으로 배우게 되었습니다.,B,[성장과정] [전환점/특별한 경험] 컴퓨터공학 전공을 선택해 프론트엔드 개발을 체계적으로 배우게 되었습니다.,1
16,10,성격의 장단점,장점 기술,성실하고 끈기 있게 문제를 끝까지 해결합니다.,B,[성격의 장단점] [장점 기술] 성실하고 끈기 있게 문제를 끝까지 해결합니다.,1
16,10,성격의 장단점,단점 기술 및 극복 노력,완벽을 추구해 시간이 오래 걸릴 때가 있어 일정 관리 능력을 키우고 있습니다.,D,[성격의 장단점] [단점 기술 및 극복 노력] 완벽을 추구해 시간이 오래 걸릴 때가 있어 일정 관리 능력을 키우고 있습니다.,3
16,10,성격의 장단점,대인관계 성향,팀 프로젝트에서 원활한 소통과 협업을 중요시합니다.,B,[성격의 장단점] [대인관계 성향] 팀 프로젝트에서 원활한 소통과 협업을 중요시합니다.,1
16,10,학창시절,학업 태도,"HTML, CSS, JavaScript 등 웹 기술을 성실히 학습했습니다.",B,"[학창시절] [학업 태도] HTML, CSS, JavaScript 등 웹 기술을 성실히 학습했습니다.",1
16,10,학창시절,활동 참여,팀 프로젝트에서 반응형 웹사이트를 제작했습니다.,B,[학창시절] [활동 참여] 팀 프로젝트에서 반응형 웹사이트를 제작했습니다.,1
16,10,학창시절,성취 및 도전 경험,UI/UX 설계와 코드 리뷰를 통해 협업 경험을 쌓았습니다.,A,[학창시절] [성취 및 도전 경험] UI/UX 설계와 코드 리뷰를 통해 협업 경험을 쌓았습니다.,0
16,10,지원동기,회사/직무 이해도,사용자 중심의 직관적인 웹 서비스의 중요성을 잘 이해합니다.,B,[지원동기] [회사/직무 이해도] 사용자 중심의 직관적인 웹 서비스의 중요성을 잘 이해합니다.,1
16,10,지원동기,지원 이유의 명확성,프론트엔드 개발자로서 사용자의 편의를 높이고자 지원했습니다.,A,[지원동기] [지원 이유의 명확성] 프론트엔드 개발자로서 사용자의 편의를 높이고자 지원했습니다.,0
16,10,지원동기,직무 적합성 강조,React 기반 웹 개발 경험과 협업 역량을 갖추었습니다.,A,[지원동기] [직무 적합성 강조] React 기반 웹 개발 경험과 협업 역량을 갖추었습니다.,0
16,10,입사후포부,단기 목표,팀과 원활하게 소통하며 실무 프로젝트에 빠르게 적응하겠습니다.,A,[입사후포부] [단기 목표] 팀과 원활하게 소통하며 실무 프로젝트에 빠르게 적응하겠습니다.,0
16,10,입사후포부,장기 비전,사용자 경험을 고려한 직관적 웹 서비스를 개발하는 개발자가 되고자 합니다.,A,[입사후포부] [장기 비전] 사용자 경험을 고려한 직관적 웹 서비스를 개발하는 개발자가 되고자 합니다.,0
16,10,입사후포부,기여 방안,새로운 기술을 빠르게 습득해 팀의 목표 달성에 기여하겠습니다.,B,[입사후포부] [기여 방안] 새로운 기술을 빠르게 습득해 팀의 목표 달성에 기여하겠습니다.,1
16,10,직무경험,실무 경험,팀 프로젝트를 통한 웹사이트 제작 경험이 있습니다.,A,[직무경험] [실무 경험] 팀 프로젝트를 통한 웹사이트 제작 경험이 있습니다.,0
16,10,직무경험,직무 관련 능력,"HTML, CSS, JavaScript, React 활용 역량을 보유했습니다.",A,"[직무경험] [직무 관련 능력] HTML, CSS, JavaScript, React 활용 역량을 보유했습니다.",0
16,10,직무경험,문제 해결력,코드 리뷰와 기능 분담을 통해 효율적인 협업을 경험했습니다.,B,[직무경험] [문제 해결력] 코드 리뷰와 기능 분담을 통해 효율적인 협업을 경험했습니다.,1
17,1,성장과정,가치관,저는 기계공학자이신 아버지 밑에서 성장하면서 항상 기계에 대한 호기심을 가지고 자랐습니다.,B,[성장과정] [가치관] 저는 기계공학자이신 아버지 밑에서 성장하면서 항상 기계에 대한 호기심을 가지고 자랐습니다.,1
17,1,성장과정,가족/환경의 영향,아버지와 함께 자동차 엔진을 분해하고 다시 조립해보는 경험을 통해 문제 해결력과 끈기를 배웠습니다.,A,[성장과정] [가족/환경의 영향] 아버지와 함께 자동차 엔진을 분해하고 다시 조립해보는 경험을 통해 문제 해결력과 끈기를 배웠습니다.,0
17,1,성장과정,전환점/특별한 경험,"고등학교 시절, 작은 로봇 동아리에 참여해 지역 대회에서 수상하면서 제가 가진 실력을 체감했고, 이것이 진로의 전환점이 되었습니다.",B,"[성장과정] [전환점/특별한 경험] 고등학교 시절, 작은 로봇 동아리에 참여해 지역 대회에서 수상하면서 제가 가진 실력을 체감했고, 이것이 진로의 전환점이 되었습니다.",1
17,1,성격의 장단점,장점 기술,"저는 성실하고 책임감이 강한 편입니다. 고기싸롱에서 일할 당시, 동료가 갑작스레 빠진 상황에서 자발적으로 더 많은 근무를 하며 매장을 원활하게 운영할 수 있도록 도왔습니다.",A,"[성격의 장단점] [장점 기술] 저는 성실하고 책임감이 강한 편입니다. 고기싸롱에서 일할 당시, 동료가 갑작스레 빠진 상황에서 자발적으로 더 많은 근무를 하며 매장을 원활하게 운영할 수 있도록 도왔습니다.",0
17,1,성격의 장단점,단점 기술 및 극복 노력,"낯선 사람들과 처음 대화할 때 약간 긴장하는 단점이 있었지만, 서빙 업무를 통해 다양한 고객을 응대하면서 점차 개선되었습니다.",A,"[성격의 장단점] [단점 기술 및 극복 노력] 낯선 사람들과 처음 대화할 때 약간 긴장하는 단점이 있었지만, 서빙 업무를 통해 다양한 고객을 응대하면서 점차 개선되었습니다.",0
17,1,성격의 장단점,대인관계 성향,서빙 업무를 통해 다양한 고객을 응대하면서 점차 개선되었습니다.,C,[성격의 장단점] [대인관계 성향] 서빙 업무를 통해 다양한 고객을 응대하면서 점차 개선되었습니다.,2
17,1,학창시절,학업 태도,중앙대학교에서 기계공학을 전공하면서 실험과 프로젝트 수업에 특히 적극적으로 참여했습니다.,A,[학창시절] [학업 태도] 중앙대학교에서 기계공학을 전공하면서 실험과 프로젝트 수업에 특히 적극적으로 참여했습니다.,0
17,1,학창시절,활동 참여,팀 프로젝트에서는 CAD 모델링 및 부품 설계 역할을 맡아 실질적인 프로토타입 제작까지 주도했습니다.,B,[학창시절] [활동 참여] 팀 프로젝트에서는 CAD 모델링 및 부품 설계 역할을 맡아 실질적인 프로토타입 제작까지 주도했습니다.,1
17,1,학창시절,성취 및 도전 경험,이 과정에서 협업의 중요성과 의사소통 능력을 키웠습니다.,B,[학창시절] [성취 및 도전 경험] 이 과정에서 협업의 중요성과 의사소통 능력을 키웠습니다.,1
17,1,지원동기,회사/직무 이해도,귀사는 기계 설계와 생산 자동화 분야에서 혁신을 주도하고 있는 기업으로 알고 있습니다. 특히 최근 발표한 스마트 팩토리 솔루션에 깊은 인상을 받았습니다.,A,[지원동기] [회사/직무 이해도] 귀사는 기계 설계와 생산 자동화 분야에서 혁신을 주도하고 있는 기업으로 알고 있습니다. 특히 최근 발표한 스마트 팩토리 솔루션에 깊은 인상을 받았습니다.,0
17,1,지원동기,지원 이유의 명확성,"저는 기계공학 기반의 이론과 고객 응대 경험을 바탕으로, 제품 개선과 고객 중심 기술 개발에 기여하고 싶어 지원하게 되었습니다.",B,"[지원동기] [지원 이유의 명확성] 저는 기계공학 기반의 이론과 고객 응대 경험을 바탕으로, 제품 개선과 고객 중심 기술 개발에 기여하고 싶어 지원하게 되었습니다.",1
17,1,지원동기,직무 적합성 강조,"기계공학 기반의 이론과 고객 응대 경험을 바탕으로, 제품 개선과 고객 중심 기술 개발에 기여하고 싶어 지원하게 되었습니다.",B,"[지원동기] [직무 적합성 강조] 기계공학 기반의 이론과 고객 응대 경험을 바탕으로, 제품 개선과 고객 중심 기술 개발에 기여하고 싶어 지원하게 되었습니다.",1
17,1,입사 후 포부,단기 목표,"입사 후 6개월 이내에는 회사의 제품과 시스템에 대한 이해를 높이고, 선배들의 피드백을 적극 반영하여 실무 능력을 갖추겠습니다.",A,"[입사 후 포부] [단기 목표] 입사 후 6개월 이내에는 회사의 제품과 시스템에 대한 이해를 높이고, 선배들의 피드백을 적극 반영하여 실무 능력을 갖추겠습니다.",0
17,1,입사 후 포부,장기 비전,"장기적으로는 현장 경험을 바탕으로 설비 개선 프로젝트를 주도하고, 효율성과 품질을 동시에 끌어올릴 수 있는 인재로 성장하고 싶습니다.",A,"[입사 후 포부] [장기 비전] 장기적으로는 현장 경험을 바탕으로 설비 개선 프로젝트를 주도하고, 효율성과 품질을 동시에 끌어올릴 수 있는 인재로 성장하고 싶습니다.",0
17,1,입사 후 포부,기여 방안,제품 개선과 고객 중심 기술 개발에 기여하고 싶어 지원하게 되었습니다.,B,[입사 후 포부] [기여 방안] 제품 개선과 고객 중심 기술 개발에 기여하고 싶어 지원하게 되었습니다.,1
17,1,직무 경험,실무 경험,고기싸롱에서의 2년 간 서빙 경험은 고객과 직접 소통하고 문제를 해결하는 능력을 키우는 데 큰 도움이 되었습니다.,B,[직무 경험] [실무 경험] 고기싸롱에서의 2년 간 서빙 경험은 고객과 직접 소통하고 문제를 해결하는 능력을 키우는 데 큰 도움이 되었습니다.,1
17,1,직무 경험,직무 관련 능력,고객의 요구사항을 빠르게 파악하고 행동으로 옮기는 능력은 엔지니어로서의 현장 대응력과도 연결된다고 생각합니다.,C,[직무 경험] [직무 관련 능력] 고객의 요구사항을 빠르게 파악하고 행동으로 옮기는 능력은 엔지니어로서의 현장 대응력과도 연결된다고 생각합니다.,2
17,1,직무 경험,문제 해결력,고객의 요구사항을 빠르게 파악하고 행동으로 옮기는 능력,B,[직무 경험] [문제 해결력] 고객의 요구사항을 빠르게 파악하고 행동으로 옮기는 능력,1
17,2,성장과정,가치관,"저는 베트남 중부의 작은 도시에서 자라며, 가족의 따뜻한 지지 속에서 창의력과 표현력을 키웠습니다.",B,"[성장과정] [가치관] 저는 베트남 중부의 작은 도시에서 자라며, 가족의 따뜻한 지지 속에서 창의력과 표현력을 키웠습니다.",1
17,2,성장과정,가족/환경의 영향,"어릴 적부터 글쓰기와 연설에 흥미를 느꼈고, 지역 방송 공모전에 출전해 수상한 경험은 저에게 큰 자존감과 자신감을 안겨주었습니다.",B,"[성장과정] [가족/환경의 영향] 어릴 적부터 글쓰기와 연설에 흥미를 느꼈고, 지역 방송 공모전에 출전해 수상한 경험은 저에게 큰 자존감과 자신감을 안겨주었습니다.",1
17,2,성장과정,전환점/특별한 경험,"대학 진학 후 미디어와 커뮤니케이션을 전공하게 된 것도, 사람들과 소통하고 의미 있는 메시지를 전하는 일에 보람을 느꼈기 때문입니다.",B,"[성장과정] [전환점/특별한 경험] 대학 진학 후 미디어와 커뮤니케이션을 전공하게 된 것도, 사람들과 소통하고 의미 있는 메시지를 전하는 일에 보람을 느꼈기 때문입니다.",1
17,2,성격의 장단점,장점 기술,"저는 새로운 것을 빠르게 익히고, 팀 내에서 조화를 이끌어내는 유연한 성격입니다.",B,"[성격의 장단점] [장점 기술] 저는 새로운 것을 빠르게 익히고, 팀 내에서 조화를 이끌어내는 유연한 성격입니다.",1
17,2,성격의 장단점,단점 기술 및 극복 노력,"다만 지나치게 완벽을 추구하는 면이 있어 작업 속도가 느려질 때가 있었지만, 업무 우선순위 설정 훈련을 통해 점차 개선하고 있습니다.",B,"[성격의 장단점] [단점 기술 및 극복 노력] 다만 지나치게 완벽을 추구하는 면이 있어 작업 속도가 느려질 때가 있었지만, 업무 우선순위 설정 훈련을 통해 점차 개선하고 있습니다.",1
17,2,성격의 장단점,대인관계 성향,토스뱅크에서의 홍보 업무나 보석샵에서의 영업 경험 모두 낯선 환경에서도 빠르게 적응해 고객과의 신뢰를 쌓았던 경험으로 기억됩니다.,A,[성격의 장단점] [대인관계 성향] 토스뱅크에서의 홍보 업무나 보석샵에서의 영업 경험 모두 낯선 환경에서도 빠르게 적응해 고객과의 신뢰를 쌓았던 경험으로 기억됩니다.,0
17,2,학창시절,학업 태도,숭실대학교 재학 시절에는 교내 광고 공모전에 꾸준히 참가하며 창의적인 콘텐츠 제작에 집중했습니다.,B,[학창시절] [학업 태도] 숭실대학교 재학 시절에는 교내 광고 공모전에 꾸준히 참가하며 창의적인 콘텐츠 제작에 집중했습니다.,1
17,2,학창시절,활동 참여,"팀 프로젝트에서 리더로서 아이디어를 도출하고 발표까지 주도한 경험은 제 자신감을 높였고, 실제로 대외 수상 경험으로 이어졌습니다.",A,"[학창시절] [활동 참여] 팀 프로젝트에서 리더로서 아이디어를 도출하고 발표까지 주도한 경험은 제 자신감을 높였고, 실제로 대외 수상 경험으로 이어졌습니다.",0
17,2,학창시절,성취 및 도전 경험,한국어 과정을 이수하며 언어 장벽도 차근차근 극복해 나갔습니다.,B,[학창시절] [성취 및 도전 경험] 한국어 과정을 이수하며 언어 장벽도 차근차근 극복해 나갔습니다.,1
17,2,지원동기,회사/직무 이해도,"귀사는 디지털 콘텐츠와 마케팅 솔루션에 있어 업계의 선도 기업으로서, SNS 홍보 및 브랜딩에 강점을 가진 점이 인상 깊었습니다.",B,"[지원동기] [회사/직무 이해도] 귀사는 디지털 콘텐츠와 마케팅 솔루션에 있어 업계의 선도 기업으로서, SNS 홍보 및 브랜딩에 강점을 가진 점이 인상 깊었습니다.",1
17,2,지원동기,지원 이유의 명확성,다양한 산업에서 쌓은 실무 경험과 언어 능력은 귀사에서 더욱 빛을 발할 수 있다고 믿습니다.,B,[지원동기] [지원 이유의 명확성] 다양한 산업에서 쌓은 실무 경험과 언어 능력은 귀사에서 더욱 빛을 발할 수 있다고 믿습니다.,1
17,2,지원동기,직무 적합성 강조,스토리텔링 능력과 빠르게 변화하는 트렌드를 읽는 감각이 필요한 홍보/마케팅 직무에 제가 적합하다고 생각합니다.,B,[지원동기] [직무 적합성 강조] 스토리텔링 능력과 빠르게 변화하는 트렌드를 읽는 감각이 필요한 홍보/마케팅 직무에 제가 적합하다고 생각합니다.,1
17,2,입사 후 포부,단기 목표,"입사 후 6개월 이내에는 자사 제품과 브랜드 아이덴티티를 철저히 분석하고, 기존 홍보 전략을 이해한 후 SNS 콘텐츠 기획과 성과 분석 업무를 담당하고 싶습니다.",B,"[입사 후 포부] [단기 목표] 입사 후 6개월 이내에는 자사 제품과 브랜드 아이덴티티를 철저히 분석하고, 기존 홍보 전략을 이해한 후 SNS 콘텐츠 기획과 성과 분석 업무를 담당하고 싶습니다.",1
17,2,입사 후 포부,장기 비전,"장기적으로는 글로벌 타겟 마케팅 캠페인을 주도하고, 고객 중심 홍보 전략을 수립하는 콘텐츠 마케터로 성장하고 싶습니다.",B,"[입사 후 포부] [장기 비전] 장기적으로는 글로벌 타겟 마케팅 캠페인을 주도하고, 고객 중심 홍보 전략을 수립하는 콘텐츠 마케터로 성장하고 싶습니다.",1
17,2,입사 후 포부,기여 방안,SNS 홍보 및 브랜딩에 강점을 가진 점이 인상 깊었습니다. 소비자의 관심을 끄는 스토리텔링 능력으로 기여하고 싶습니다.,B,[입사 후 포부] [기여 방안] SNS 홍보 및 브랜딩에 강점을 가진 점이 인상 깊었습니다. 소비자의 관심을 끄는 스토리텔링 능력으로 기여하고 싶습니다.,1
17,2,직무 경험,실무 경험,"토스뱅크에서 2년간 진행한 홍보 업무에서는 보도자료 작성, SNS 운영, 이벤트 기획 등을 담당하며 브랜드 이미지 구축에 기여했습니다.",A,"[직무 경험] [실무 경험] 토스뱅크에서 2년간 진행한 홍보 업무에서는 보도자료 작성, SNS 운영, 이벤트 기획 등을 담당하며 브랜드 이미지 구축에 기여했습니다.",0
17,2,직무 경험,직무 관련 능력,Adenasoft 재직 당시에는 온라인 마케팅 전략 수립과 콘텐츠 분석을 담당하며 실제 광고 효율을 높인 경험이 있습니다.,B,[직무 경험] [직무 관련 능력] Adenasoft 재직 당시에는 온라인 마케팅 전략 수립과 콘텐츠 분석을 담당하며 실제 광고 효율을 높인 경험이 있습니다.,1
17,2,직무 경험,문제 해결력,보석샵에서는 직접 고객을 응대하며 설득력과 상품 설명 능력을 키웠습니다.,B,[직무 경험] [문제 해결력] 보석샵에서는 직접 고객을 응대하며 설득력과 상품 설명 능력을 키웠습니다.,1
17,3,성장과정,가치관,"저는 책임감이 강한 어머니와 섬세한 성격의 아버지 밑에서 성장하며, 성실함과 배려를 자연스럽게 배우게 되었습니다.",B,"[성장과정] [가치관] 저는 책임감이 강한 어머니와 섬세한 성격의 아버지 밑에서 성장하며, 성실함과 배려를 자연스럽게 배우게 되었습니다.",1
17,3,성장과정,가족/환경의 영향,"어린 시절부터 저는 늘 가족을 도우며 자라왔고, 작은 일에도 감사할 줄 아는 태도를 지녀왔습니다.",A,"[성장과정] [가족/환경의 영향] 어린 시절부터 저는 늘 가족을 도우며 자라왔고, 작은 일에도 감사할 줄 아는 태도를 지녀왔습니다.",0
17,3,성장과정,전환점/특별한 경험,대학 입학을 위해 서울로 올라와 낯선 환경에서 혼자 공부하며 스스로 문제를 해결하는 법을 익힌 것이 저의 큰 전환점이었습니다.,B,[성장과정] [전환점/특별한 경험] 대학 입학을 위해 서울로 올라와 낯선 환경에서 혼자 공부하며 스스로 문제를 해결하는 법을 익힌 것이 저의 큰 전환점이었습니다.,1
17,3,성격의 장단점,장점 기술,저는 조용하지만 책임감이 강하고 꾸준함이 강점입니다. 맡은 일을 끝까지 해내려는 끈기는 팀 과제나 학업에서도 늘 빛을 발했습니다.,B,[성격의 장단점] [장점 기술] 저는 조용하지만 책임감이 강하고 꾸준함이 강점입니다. 맡은 일을 끝까지 해내려는 끈기는 팀 과제나 학업에서도 늘 빛을 발했습니다.,1
17,3,성격의 장단점,단점 기술 및 극복 노력,"새로운 환경에 적응할 때 시간이 조금 걸리는 편이지만, 중앙대학교 영어 과정을 통해 다양한 친구들과 어울리며 자신감을 기를 수 있었습니다.",C,"[성격의 장단점] [단점 기술 및 극복 노력] 새로운 환경에 적응할 때 시간이 조금 걸리는 편이지만, 중앙대학교 영어 과정을 통해 다양한 친구들과 어울리며 자신감을 기를 수 있었습니다.",2
17,3,성격의 장단점,대인관계 성향,중앙대학교 영어 과정을 통해 다양한 친구들과 어울리며 자신감을 기를 수 있었습니다.,C,[성격의 장단점] [대인관계 성향] 중앙대학교 영어 과정을 통해 다양한 친구들과 어울리며 자신감을 기를 수 있었습니다.,2
17,3,학창시절,학업 태도,경영학과 재학 중 팀 프로젝트와 프레젠테이션 중심의 수업에서 성실한 준비로 팀 내 신뢰를 얻었습니다.,A,[학창시절] [학업 태도] 경영학과 재학 중 팀 프로젝트와 프레젠테이션 중심의 수업에서 성실한 준비로 팀 내 신뢰를 얻었습니다.,0
17,3,학창시절,활동 참여,영어 능력 향상을 위해 자율적으로 영어 발표 동아리에 참여하였습니다.,B,[학창시절] [활동 참여] 영어 능력 향상을 위해 자율적으로 영어 발표 동아리에 참여하였습니다.,1
17,3,학창시절,성취 및 도전 경험,TOEIC 850점을 취득하며 목표를 달성했습니다. 학창시절은 도전보다는 기초를 탄탄히 다지는 시기였습니다.,C,[학창시절] [성취 및 도전 경험] TOEIC 850점을 취득하며 목표를 달성했습니다. 학창시절은 도전보다는 기초를 탄탄히 다지는 시기였습니다.,2
